PROGRAMA;NOMBRE_CONCURSO;CODIGO_PROYECTO;PALABRAS_CLAVES
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170600;"SOCIOLOGIA DE LA CIENCIA;ANALISIS DE REDES DE I+D+I;SECTOR AGROALIMENTARIO EN CHILE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170601;"EDUCACION PARVULARIA;SOCIALIZACION;PARTICIPACION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170609;"MICROBIOMA INTESTINAL;ENDULZANTES;SECUENCIACION MASIVA, METATRANSCRIPTOMICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170610;"MICROORGANISMO MARINO ;BIOCOMPUESTOS;MACROALGA PARDA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170611;"PATAGONIA;PLEISTOCENE;GLACIAL EROSION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170622;"AMYOTROPHIC LATERAL SCLEROSIS;UNFOLDED PROTEIN RESPONSE;ENDOPLASMIC RETICULUM STRESS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170625;"ENDOFITOS FOLIARES;FOTOPROTECCION;PLASTICIDAD ADAPTATIVA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170629;"PROTEOMIC ;ACID VOLCANIC SOILS;ACCD-PRODUCING PHOSPHOBACTERIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170630;"POLITICAS EDUCATIVAS ;MEDIOS DE COMUNICACION;DISCURSO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170631;"HYBRID PEROVSKITE SOLAR CELLS;NANOSTRUCTURE;SOLUTION PROCESSING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170640;"PEROVSKITE SOLAR CELLS;METAL CHALCOGENIDES;SUPER CAPACITORS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170645;"ASTROGLIOSIS;RHO MODULATORS;CELL ADHESION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170651;"REMOTE SENSING;ANDES MOUNTAINS;ENVIROMENTAL PROCESS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170653;"COMPUTATIONAL ORGANOCATALYSIS;SELECTIVITY;NON-COVALENT INTERACTIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170657;"THE PHYSICS OF PROTOPLANETARY DISKS;INVESTIGATING MULTI-WAVELENGTH OBSERVATIONS;SELF-CONSISTENT 3D RADIATIVE TRANSFER SIMULATIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170659;"MICROBIOMA;NANOPARTICULAS;COBRE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170660;"PRIMARY CILIUM;HYPOXIA;MIGRATION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170661;"COBRE (I);QUIMICA SUPRAMOLECULAR;COMPUESTOS DE COORDINACION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170663;"COMPLEJOS DE COBRE (I);LEC (LIGHT-EMITTING ELECTROCHEMICAL CELLS);NANOPARTICULAS METALICAS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170673;"PROBLEM SOLVING SKILLS;ATTITUDE TOWARD MATHEMATICS ;PROBLEM SOLVING BEHAVIOR "
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170674;"LACTUCA SATIVA L.;PPO;CRISPR/CAS9"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170676;"PROTEIN ENGINEERING;APOCAROTENOIDS;CELL FACTORIES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170677;"BULKING AGENTS (BIOCHAR AND NANOCLAYS) ;C STABILIZED COMPOST ;GHGS EMISSIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170678;"BUTANOL LIGNOCELULOSICO;INGENIERIA EVOLUTIVA ;DESTOXIFICACION ENZIMATICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170680;"PROTOPLANETARY DISKS;DUST DYNAMICS;NUMERICAL METHODS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170681;"VOCABULARIO MATETMATICO;CONOCIMIENTO  CONCEPTUAL;CONOCIMIENTO PROCEDURAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170685;"AFFORDANCES;ECOLOGICAL PSYCHOLOGY;EMBODIED AND SITUATED COGNITIVE SCIENCES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170689;"RESTRICTED PARTICIPATION;PUBLIC GOODS;DONATIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170690;"GLYCINE RECEPTORS;AUXILIARY SUBUNIT;PAIN"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170694;"CONFLICTOS HIDRO-SOCIALES;DESARROLLO Y CAMBIO CLIMATICO;BIENES COMUNES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170695;"NATURAL PRODUCTS;NEURODEGENERATION;HIGH THROUGHPUT SCREENING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170696;"FERRITES;CARBON MATERIALS;SUPERCAPACITOR"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170699;"PEROVSKITE SOLAR CELLS;HYDROTHERMAL METHOD;THIRD GENERATION SOLAR CELLS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170703;"TRGB;BADE-WESSELINK;DISTANCE SCALE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170704;"ANALISIS ESPACIOTEMPORAL DE OCUPACION DE RECINTOS;ESTUDIO DE OCUPACION EN HOSPITALES;ANALISIS IMPLEMENTADOS EN BIM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170706;"MEGAFAUNA EXTINTA;CAZADORES-RECOLECTORES;MODELOS DE DISTRIBUCION DE ESPECIES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170707;"HOLOGRAFIA;EINSTEIN-MAXWELL;SIMETRIAS ASINTOTICAS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170710;"C-ABL;GAUCHER DISEASE;RIPK3"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170718;"BIOLOGICAL PHOTOSENSITIZER;SOLAR CELLS;EXTREMOPHILES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170732;"ACIDIFICATION ;UPWELLING;MICROBIAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170733;"PESCA PREHISTORICA ;ESCLEROCRONOLOGIA;ESTACIONALIDAD Y DINAMICA POBLACIONAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170734;"RELACION FUENTE/SUMIDERO;FOTOSINTESIS Y CALIDAD DE FRUTA;MODELOS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170735;"MATERIALITY;MATERNAL;CONTEMPORARY ART"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170737;"4D FLOW;PARAMETROS HEMODINAMICOS;RECONSTRUCCION DE IMAGENES MEDICAS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170740;"AISLAMIENTO;GOBERNANZA TERRITORIAL;JUSTICIA ESPACIAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170743;"LANDSCAPE GENETICS;ISOLATION BY ADAPTATION;MULLERIAN MIMICRY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170744;"CO-INFECTION;RESISTANCE;TOLERANCE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170761;"DICALCOGENUROS DE METALES DE TRANSICION;MOS2 - RES2;PRODUCCION DE HIDROGENO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170764;"TECNOLOGIAS DE ARCHIVO;MICHEL FOUCAULT;JACQUES DERRIDA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170768;"INTERSTELLAR MOLECULES;ASTROCHEMICAL OBSERVATIONS;ASTROCHEMICAL SIMULATIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170772;"FISICA TEORICA;RELATIVIDAD GENERAL Y COSMOLOGIA;TEORIA DE CAMPO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170773;"JUAN LUIS MARTINEZ;LIBRO MEDIEVAL;LIBRO DE ARTISTA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170774;"GALAXIES;STAR-FORMATION ;EARLY UNIVERSE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170775;"NEUTROFILOS;ATP;NEFAS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170777;"SEA LEVEL;PLIOCENE;ARAUCO BASIN"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170778;"MASSIVE STARS;MILKY WAY;STELLAR ATMOSPHERE MODELS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170783;"DELEGATION;EXPERIMENTATION;EXPERT CALIBRATION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170784;"BIOMOLECULAS;INMUNOSENSOR;BIOCATALSIS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170785;"MICRORNA;RESTENOSIS;BIOMARCADOR"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170793;"ASTRONOMICAL INSRUMENTATION;OPTICAL AND NEAR-IR SPECTROGRAPH;EXOPLANET SEARCH"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170796;"PARED CELULAR VEGETAL;UDP-ARABINOFURANOSA;APARATO DE GOLGI"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170799;"UNIDAD DISCRETA DE TIPIFICACION DE TRYPANOSOMA CRUZI;PCR TIEMPO-REAL;EPIDEMIOLOGIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170801;"RELACIONES INTERPERSONALES;SELECCION SEXUAL ;ATRACTIVO Y COOPERACION EN SERES HUMANOS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170806;"PSEUDOMONAS SYRINGAE PV. SYRINGAE ;BACTERICIDA;ENDOLISINAS "
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170807;"CLIMATE CHANGE;NITRIFICATION ;ANTARCTIC COASTAL ECOSYSTEM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170812;"NEFROPATIA DIABETICA;SEÑALIZACION PURINERGICA;REGULACION GENICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170813;"TRIPLE-NEGATIVE BREAST CANCER CELLS;MIGRATION/INVASION;GLUTAMINE METABOLISM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170814;"MEMORIA COLECTIVA;TRANSICION POLITICA ;IMAGINARIOS SOCIALES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170826;"LONG NON-CODING RNAS;QUIMIORESISTENCIA;CANCER GASTRICO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170829;"SERVICIOS ECOSISTEMICOS;HOMOGENIZACION DEL PAISAJE;CAMBIO DE COBERTURA Y USO DEL SUELO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170838;"HIGGS SELF-COUPLING;DARK MATTER;ATLAS DETECTOR UPGRADE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170841;"ESCLEROSIS LATERAL AMIOTROFICA;DEMENCIA FRONTOTEMPORAL;PROTEOMICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170845;"GENERAL PARTON DISTRIBUTION;NEUTRINO-NUCLEON SCATTERING;DEEP LEARNING NEURAL NETWOEK"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170846;"COSMOLOGY;COSMIC MICROWAVE BACKGROUND;B-MODES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170851;"TRANSPORTADORES DE NUCLEOSIDOS;ADENOSINA;GLIOBLASTOMA MULTIFORME"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170852;"ATLAS UPGRADE;DARK MATTER;PARTICLE DETECTION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170865;"EVOLUCION NEUTRAL Y ADAPTATIVA;ADN DE OTOLITOS;EVOLUCION INDUCIDA POR PESCA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170867;"NATURAL HAZARDS;COMPLEX NETWORKS;GRAPHICAL MODELS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170869;"GEOCHRONOLOGY;PALAEOGLACIOLOGY;GEOMORPHOLOGY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170870;"GALACTIC CENTER;HYDRODYNAMICS;X-RAYS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170872;"BIOSENSOR ELECTROQUIMICO;MATERIAL DE CARBONO;SISTEMA ANFITRION-HUESPED"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170874;"MOLECULARLY IMPRINTED POLYMERS;ELISA TEST;PROHIBITED SUBSTANCES IN SPORT"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170875;"LIVESTOCK;BIOACTIVE FORAGES;SUSTAINABLE PARASITE CONTROL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170877;"MEMORIA PUBLICA;SANTIAGO;ELITE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170878;"GRAPH DECOMPOSITION;MATCHING;PARTITION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170881;"EPIGENETICA;ACUICULTURA;SANIDAD ANIMAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170887;"RETICULON-1;TRANSLATION;AXON"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170894;"GROUP DECISION MAKING;BONFERRONI MEAN;AGGREGATION OPERATORS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170895;"AMENAZA ;TSUNAMIS;REGION NORTE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170897;"INSTRUMENTACION OPTOELECTRONICA;PIROMETRIA OPTICA;ANALISIS ESPECTRAL DE MATERIALES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170899;"SUPERNOVAE;SN PROGENITOR;SPECTROSCOPY-PHOTOMETRY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170905;"LACTATE TRANSPORT;METABOLIC STRESS;NEURON-GLIA SIGNALING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170906;"HIGGS PHYSICS;NEUTRINO PHYSICS;BEYOND STANDARD MODEL PHYSICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170908;"MAGNETISM;ANTIFERROMAGNETS;SPINTRONICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170909;"NANOFORMULACION;FEROMONAS;LOBESIA BOTRANA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170912;"TRADE-OFFS;OXIDATIVE STRESS;WATER STRESS TOLERANT"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170913;"VARIABILIDAD PALEO-OCEANOGRAFICA;ISOTOPOS DE OXIGENO 18 ;GRUPOS PESCADORES COSTA NORTE DE CHILE "
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170914;"RESERVAS MARINAS;PESQUERIAS BENTONICAS;SALUD  ECOSISTEMICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170922;"ADAPTIVE MEASUREMENT;MAGNETOMETRY;COLOR CENTERS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170936;"PHENOTYPIC FLEXIBILITY;STRESS PHYSIOLOGY;GENETICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170937;"LOBESIA BOTRANA;BIOLOGIA MOLECULAR;PROCESAMIENTO ALTERNATIVO DEL GEN DSX"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170938;"MAPK AND MEK/ERK INHIBITORS;PHARMACOLOGICAL SYNERGISM;COLORECTAL CANCER"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170942;"GALAXY EVOLUTION;INFRARED AND SUB-MILLIMETER OBSERVATIONS;DYNAMICS AND PHOTOMETRY OF GALAXIES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170958;"PLANT MACROFOSSILS;ATMOSPHERIC PALEO-CO2;LGM AND HOLOCENE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170966;"EDUCACION ;SISTEMA LANCASTERIANO;INTERNACIONALIZACION PEDAGOGICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170971;"INFORMATION EXTRACTION;SEMANTIC ERROR DETECTION;ONTOLOGY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170974;"GALAXY EVOLUTION;SUBMILLIMETER GALAXIES;STAR FORMATION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2017;3170984;"PT-SYMMETRY;NONCOMMUTATIVE SPACE WITH MINIMAL LENGTH;INTEGRABLE MODELS AND QUANTUM OPTICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180006;"ELECTROPULSING;HYBRID MANUFACTURING PROCESSES;THERMOMECHANICAL PROBLEM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180009;"EVIDENCIALIDAD;LENGUAS EN CONTACTO;BILINGÜISMO AYMARA-ESPAÑOL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180012;"CIUDAD;PRACTICAS ECONOMICAS;PERIFERIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180013;"OXIGENO EN EL MAR;MICROHABITATS HIPOXICO MARINOS; ECOFISIOLOGIA DE ORGANISMOS INVERTEBRADOS BENTONICOS "
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180014;"EXILIO CHILENO EN GRAN BRETAÑA;CAMPAÑAS DE SOLIDARIDAD;APRENDIZAJE POLITICO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180019;"COMUNIDAD;HEIDEGGER;FENOMENOLOGIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180028;"BIODIVERSITY CONSERVATION;CLIMATE CHANGE;CHILEAN VERTEBRATE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180032;"HEP PHENOMENOLOGY;NEUTRINO PHYSICS;DARK MATTER"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180033;"SPINAL CORD REGENERATION;BIOMATERIALS;XENOPUS LAEVIS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180041;"POLYMERS;CALIXARENES;SORBENTS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180042;"NANOTECNOLOGIA;BATERIAS DE ION-LITIO;ATOMIC LAYER DEPOSITION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180055;"BFO/CFO/RTO3;THIN FILM;MAGNETO-ELECTRIC EFFECT"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180056;"CONTEMPORARY ART;MATERIALITY;MATERNAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180059;"DIRAC AND PAULI OPERATORS;PARTIAL DIFFERENTIAL EQUATIONS;MATHEMATICAL PHYSICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180061;"COMPUESTOS DE COORDINACION;BATERAS DE FLUJO REDOX;LIQUIDOS IONICS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180062;"INTELECTUALES AFRODESCENDIENTES;CAMPO INTELECTUAL LATINOAMERICANO;PENSAMIENTO AFRODIASPORICO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180063;"EXOPLANETS;RADIAL VELOCITY;STELLAR ACTIVITY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180064;"ESCRITURA MISTICA;ESCRITURA CONVENTUAL;IMAGEN Y TEXTO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180071;"PLANETARY SYSTEMS AROUND K & M DWARF STARS;STAR-SPOTS;ORBITAL OBLIQUITY MEASUREMENTS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180073;"CARBON DIOXIDE;HOMOGENEOUS CATALYST;CYCLIC CARBONATES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180079;"SOLANUM TUBEROSUM;FITOMEJORAMIENTO;CRISPR/CAS9"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180080;"VARIATIONAL ANALYSIS;OPTIMIZATION;EQUILIBRIUM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180085;"HEAVY-ION COLLISIONS;DIRECT PHOTONS;DRELL-YAN PROCESS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180086;"CINE;ANALISIS TEXTUAL;IDEOLOGIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180088;"MICROBIOME;BEHAVIOUR;SALMON"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180089;"FLEXIBLE PDMS SUBSTRATE;POLYDIMETHYLSILOXANE;ORGANIC LIGHT EMITTING DIODES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180093;"MEMBRANAS COMPUESTAS DE CAPA DELGADA (TFC);COBRE-GRAFENO OXIDADO;ANTI-BIOINCRUSTACION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180097;"ARIDITY;ADAPTATION;PHENOTYPIC PLASTICITY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180100;"CONTROL THEORY;INVERSE PROBLEMS;MATHEMATICAL MODELLING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180106;"INFANCIA;IDENTIDAD Y MEMORIA;MIGRACIONES CHILE Y ALEMANIA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180107;"DISEASE ECOLOGY;SPATIALLY STRUCTURED POPULATIONS;DISPERSAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180108;"RESPUESTAS PREDICTIVAS ADAPTATIVAS ;EFECTO MATERNO;ECOFISIOLOGIA ANIMAL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180109;"ERUPCIONES VOLCANICAS;IMPACTO GEOMORFOLOGICO SOBRE SISTEMAS FLUVIALES;IMPACTO Y RECUPERACION DE LA VEGETACION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180111;"INTERSPECIES INTERACTIONS ;DISEASE TRANSMISSION ;WILDLIFE-DOMESTIC INTERFACE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180112;"COLEOPTEROS SAPROXILICOS;ARBOLES CON CAVIDADES;CONECTIVIDAD DEL PAISAJE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180114;"CONSCIOUSNESS;PRAGMATISM;CONCRETE EXPERIENCE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180115;"DERECHO INTERNACIONAL;HISTORIA GLOBAL;POSTCOLONIALISMO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180117;"TRANSICIONES DEL PENSAMIENTO;MICROGENESIS;FORMACION DE SIMBOLOS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180118;"ECOSYSTEM SERVICES;TRADE-OFFS AND SYNERGIES;CONSERVATION DECISION-MAKING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180119;"DYE-SENSITIZED SOLAR CELLS;ELECTRONIC STRUCTURE;COMPUTATIONAL CHEMISTRY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180122;"DIELECTRICS  ;PLASMONICS;SOLAR CELL"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180126;"URBANIZATION;BEHAVIOUR;PHYSIOLOGY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180128;"NANOCOMPOSITES;WOUND HEALING PROPERTIES ;PHOTOCATALYTIC ACTIVITY "
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180130;"HETERODYNE RECEIVER ;TERAHERTZ;GRAPHENE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180131;"ASTRONOMIA;LITERATURA;ESPACIO PUBLICO"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180134;"YEAST LIPIDS;BIODIESEL;MUTAGENESIS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180136;"NANOESTRUCTURAS;AUTOENSAMBLAJE;FUNCIONALIZACION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180138;"GIBBERELLIN;FRUIT MATURITY DELAY;GENE EXPRESSION"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180139;"DISTANCIA INFINITA;DISTANCIAMIENTO ESTETICO;LENGUAJE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180140;"PANNEXIN CHANNEL ;NICOTINIC RECEPTOR;NEUROBIOLOGY"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180141;"CLASES DIRIGENTES;ELITES;CRISIS HEGEMONICA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180143;"MICROEXTRACCION DE DIOXINAS;FLUIDOS SUPERCRITICO ;LIQUIDOS IONICOS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180146;"GLYCOSYLTRANFERASES;ENZYMATIC CATALYSIS;QM/MM"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180149;"NEURODEGENERATION;MELANOPSIN;OCTODON DEGUS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180152;"PELAGIC CARBON FLUXES;ZOOPLAKNTON ECOLOGY;GLOBAL CHANGE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180153;"OPTICAL LATTICES;FLAT-BAND;SQUEEZED LIGHT"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180155;"CONTRIBUTORY RETIREMENT SYSTEM;DEFAULT BEHAVIOR;PENSION KNOWLEDGE"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180158;"NON LOCAL;CONFORMAL GEOMETRY;PARTIAL DIFFERENTIAL EQUATIONS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180159;"LAKE;BIOGEOCHEMISTRY;HYDROPHOBIC CONTAMINANTS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180160;"GENERACION DISTRIBUIDA RENOVABLE;OPTIMIZACION MATEMATICA;MODELO DE TARIFAS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180167;"RADIOTHERAPY;CANCER;DETECTOR"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180169;"DEMENTIA;FUNCTIONALITY;DIAGNOSIS"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180172;"NANOCOMPOSITES;PHOTODETECTORS;ENERGY HARVESTING"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180173;"MIGRACION;PLURALISMO MEDICO;MOVILIDAD HUMANA"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180174;"ARTE COLONIAL (SIGLOS XVII-XVIII);PATRIMONIO CHILENO;ARTE DE RETORNO (AMERICA LATINA E ISLAS CANARIAS)"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180176;"PEM FUEL CELLS;GRAPHENE NANOSTRUCTURE;METAL CHALCOGENIDES"
FONDECYT;FONDECYT DE POSTDOCTORADO 2018;3180177;"SISTEMA DE SURGENCIA COSTERA DE LA CORRIENTE DE HUMBOLDT;ESTRUCTURAS HIDROGRAFICAS DE SUBMESOESCALA Y MESOESCALA, COMO FRENTES Y REMOLINOS;VARIABILIDAD ESPACIO-TEMPORAL DEL MESOZOOPLANCTON DOMINANTE EN TRANSECTAS COSTA-OCEANO"
